user,movie,prediction
563,13,
3401,13,2.89419293404
4940,13,3.25360655785
1969,13,3.34779500961
4983,13,3.09115147591
114,13,
890,13,3.07563567162
49,13,
1422,13,2.65313339233
38,13,
714,13,3.83232593536
1203,13,3.324655056
75,13,
2195,13,3.13900303841
536,13,
541,13,
1449,13,2.36365914345
2063,13,2.54452490807
1088,218,2.96931934357
133,218,
375,218,
4169,218,2.94594907761
329,218,
3963,218,2.8136651516
855,218,2.7759168148
1425,218,3.06454634666
1516,218,3.35127329826
5539,218,2.47666740417
474,218,
402,218,
268,218,
1194,218,3.46209692955
3074,218,3.08138728142
531,218,
2926,218,2.368922472
1969,218,3.24789094925
583,218,
1451,218,3.23017716408
1737,218,3.19669961929
1015,218,2.97251749039
1317,218,3.1344037056
524,218,
869,218,3.36357593536
45,218,
5172,218,2.53572964668
1671,218,2.89005613327
528,218,
558,218,
678,218,3.41116142273
4582,218,3.40073132515
595,218,
1383,218,2.56620955467
546,218,
5394,218,2.8925011158
1448,218,3.02967309952
199,218,
5878,218,3.28377342224
410,218,
1962,218,2.63347792625
2507,218,2.90141415596
187,218,
517,218,
1088,280,3.43817043304
53,280,
970,280,3.53619861603
4169,280,3.48368048668
2962,280,2.94368886948
1889,280,3.01859664917
192,280,
319,280,
3125,280,3.6387989521
1902,280,3.64084005356
4312,280,3.38666558266
692,280,3.97739005089
1701,280,3.43335008621
48,280,
258,280,
1748,280,3.24603509903
257,280,
2041,280,3.345941782
3824,280,2.83632063866
1194,280,3.81123638153
531,280,
721,280,3.57697200775
549,280,
331,280,
2077,280,3.38202142715
524,280,
1724,280,3.96255612373
1447,280,3.73629403114
2793,280,3.95328235626
1912,280,2.45470523834
2453,280,3.71618652344
528,280,
710,280,3.38951611519
595,280,
1579,280,3.11979436874
1842,280,3.80341386795
5394,280,3.48168897629
123,280,
1448,280,3.618039608
357,280,
1449,280,2.72740793228
5493,280,3.00787115097
410,280,
934,280,3.11186361313
463,348,
1088,348,3.33351778984
588,348,
513,348,
1561,348,3.70144891739
4418,348,3.10997056961
193,348,
406,348,
587,348,
192,348,
329,348,
493,348,
157,348,
225,348,
232,348,
5787,348,3.70034480095
1505,348,4.033598423
556,348,
1425,348,4.14913845062
386,348,
1137,348,3.51420021057
308,348,
839,348,3.99506998062
2880,348,3.22356510162
402,348,
840,348,4.16167163849
1029,348,3.46420502663
5,348,
553,348,
5054,348,2.90580892563
415,348,
1227,348,3.57903957367
2041,348,3.45475792885
2847,348,3.13595533371
4478,348,3.47013878822
615,348,
2841,348,3.91859269142
263,348,
1164,348,3.37670445442
4940,348,3.77991437912
1698,348,3.89965343475
594,348,
3128,348,3.57623934746
23,348,
549,348,
2436,348,3.6724615097
136,348,
51,348,
331,348,
3821,348,2.91790533066
3430,348,3.15750980377
524,348,
635,348,
509,348,
293,348,
45,348,
5172,348,3.10325241089
216,348,
4579,348,3.37280702591
1447,348,4.04442644119
1941,348,2.96123218536
1897,348,3.47270894051
1912,348,2.74486470222
411,348,
651,348,3.5696079731
2453,348,3.35205101967
550,348,
1079,348,3.58655524254
352,348,
678,348,3.88840293884
752,348,3.52534461021
630,348,
376,348,
1383,348,3.33941268921
303,348,
4328,348,3.57987761497
546,348,
466,348,
131,348,
294,348,
3732,348,3.10677099228
281,348,
302,348,
2008,348,3.23459267616
628,348,
410,348,
1584,348,3.19318437576
864,348,3.68683457375
551,348,
755,348,3.54083299637
517,348,
148,440,
1088,440,3.77370262146
392,440,
31,440,
137,440,
1265,440,
78,440,
513,440,
918,440,2.62530112267
613,440,
4418,440,2.88744568825
2683,440,3.42332911491
1243,440,3.60853743553
1415,440,3.43016552925
406,440,
412,440,
26,440,
1019,440,2.77675080299
192,440,
271,440,
1875,440,3.52901744843
329,440,
1260,440,3.6199657917
3260,440,3.62597298622
5333,440,3.96259140968
1925,440,3.37890172005
2242,440,4.05234336853
319,440,
493,440,
346,440,
476,440,
111,440,
1505,440,3.70831727982
5090,440,3.99293398857
556,440,
291,440,
581,440,
603,440,
1266,440,3.99279069901
2796,440,3.11426758766
3648,440,2.93206095695
212,440,
631,440,
182,440,
442,440,
474,440,
308,440,
839,440,4.08699274063
169,440,
692,440,4.37418699265
402,440,
432,440,
570,440,
2489,440,3.3977227211
48,440,
5657,440,4.23887443542
163,440,
268,440,
1748,440,3.5244011879
430,440,
92,440,
3080,440,3.5927028656
504,440,
425,440,
1181,440,3.05304002762
1530,440,3.75509309769
347,440,
4478,440,3.51258707047
3824,440,3.2021780014
2106,440,2.36401152611
2841,440,3.76896595955
3401,440,3.6181063652
366,440,
461,440,
531,440,
202,440,
2926,440,3.36264133453
3562,440,3.72080254555
1164,440,3.24206852913
1329,440,3.62941551208
398,440,
1698,440,3.68907761574
1865,440,3.50440526009
2271,440,3.89530229568
1121,440,3.84130978584
594,440,
2947,440,
290,440,
3423,440,4.11267852783
5938,440,3.54644799232
301,440,
1737,440,3.77302312851
161,440,
791,440,3.64184093475
3002,440,4.05653238297
162,440,
549,440,
2436,440,3.54445838928
244,440,
136,440,
1422,440,3.31762576103
1998,440,3.33697724342
1837,440,3.6563065052
2188,440,3.23835802078
3454,440,3.8493039608
194,440,
331,440,
438,440,
448,440,
2077,440,3.41498041153
543,440,
1317,440,3.83652877808
2258,440,3.70616889
524,440,
533,440,
389,440,
1347,440,3.57113099098
509,440,
1780,440,3.09401369095
1647,440,3.58776211739
293,440,
45,440,
5172,440,3.28251004219
216,440,
2986,440,3.48877739906
38,440,
1447,440,4.05668306351
249,440,
245,440,
1484,440,3.21462059021
237,440,
1897,440,3.51993274689
3096,440,4.35755062103
396,440,
156,440,
411,440,
482,440,
528,440,
558,440,
5475,440,3.70381236076
323,440,
550,440,
352,440,
195,440,
678,440,4.11755657196
595,440,
990,440,3.641102314
1712,440,4.15343904495
90,440,
382,440,
151,440,
1579,440,3.38953876495
953,440,4.4010515213
3532,440,4.2536277771
272,440,
1383,440,3.41583561897
56,440,
639,440,3.70445156097
213,440,
303,440,
1842,440,4.00769805908
11,440,
369,440,
106,440,
147,440,
546,440,
600,440,
424,440,
123,440,
379,440,
1448,440,3.76719737053
1958,440,3.70021867752
242,440,
1983,440,4.46417999268
466,440,
566,440,
3483,440,4.06059074402
302,440,
2446,440,3.74029660225
1101,440,3.20001268387
3312,440,3.25566649437
628,440,
3363,440,3.51156377792
551,440,
927,440,3.62629365921
4467,440,2.08912086487
584,440,
701,440,3.55960440636
187,440,
517,440,
463,1663,
5156,1663,3.77187037468
392,1663,
3475,1663,3.92710590363
31,1663,
516,1663,
251,1663,
4186,1663,2.84985995293
481,1663,
1500,1663,3.94291591644
385,1663,
2683,1663,3.86684155464
2905,1663,3.60022521019
300,1663,
406,1663,
412,1663,
587,1663,
988,1663,2.8164126873
1889,1663,3.34450984001
26,1663,
577,1663,
271,1663,
1875,1663,3.12320995331
329,1663,
460,1663,
1260,1663,3.7175014019
4305,1663,3.93025398254
3679,1663,3.82689166069
3792,1663,4.10454702377
388,1663,
409,1663,
319,1663,
157,1663,
476,1663,
855,1663,3.4792406559
1425,1663,3.85484027863
132,1663,
696,1663,3.58372545242
935,1663,3.61027312279
1266,1663,3.80409789085
146,1663,
3648,1663,3.60331559181
777,1663,2.78085517883
1812,1663,4.01053333282
4979,1663,3.61775493622
631,1663,
442,1663,
699,1663,3.61656403542
1952,1663,3.27270078659
308,1663,
169,1663,
139,1663,
479,1663,
340,1663,
402,1663,
4118,1663,3.83264064789
306,1663,
1930,1663,3.76308274269
397,1663,
415,1663,
117,1663,
579,1663,
425,1663,
2041,1663,3.35964393616
1194,1663,3.67448616028
461,1663,
202,1663,
1329,1663,3.67037582397
4940,1663,3.22614121437
398,1663,
2688,1663,3.80942964554
1698,1663,3.60346770287
594,1663,
326,1663,
494,1663,
176,1663,
791,1663,3.71188402176
3002,1663,3.98313164711
549,1663,
624,1663,
453,1663,
1422,1663,3.11005210876
1998,1663,3.17631793022
543,1663,
1317,1663,3.76967144012
524,1663,
533,1663,
264,1663,
4273,1663,4.26845979691
2395,1663,3.81921863556
216,1663,
1447,1663,4.20830583572
181,1663,
591,1663,
1941,1663,3.22705006599
24,1663,
3842,1663,3.54745054245
1912,1663,2.84082770348
411,1663,
482,1663,
528,1663,
558,1663,
338,1663,
678,1663,3.89236116409
752,1663,2.7550842762
1712,1663,4.1979765892
151,1663,
272,1663,
1383,1663,3.28917908669
4802,1663,3.92891073227
58,1663,
33,1663,
198,1663,
2478,1663,3.20043301582
5394,1663,3.73017215729
349,1663,
424,1663,
123,1663,
1448,1663,3.7487154007
42,1663,
149,1663,
118,1663,
1390,1663,4.06797552109
302,1663,
716,1663,4.25057601929
36,1663,
148,1682,
496,1682,
1088,1682,3.80580282211
392,1682,
3475,1682,4.04364347458
1699,1682,4.02224969864
4186,1682,2.91743779182
5074,1682,3.53537797928
5682,1682,4.36525058746
53,1682,
255,1682,
133,1682,
296,1682,
4126,1682,3.43123912811
593,1682,
1561,1682,3.78718447685
4418,1682,3.11590361595
368,1682,
385,1682,
4958,1682,3.58871078491
1051,1682,4.12622117996
1415,1682,3.5491938591
412,1682,
787,1682,3.81759047508
2962,1682,3.1466999054
1889,1682,3.38449454308
3013,1682,3.79094004631
26,1682,
577,1682,
3411,1682,2.95089483261
192,1682,
271,1682,
973,1682,2.62761759758
1260,1682,3.76833248138
4305,1682,3.87997984886
223,1682,
3679,1682,3.6649222374
2168,1682,3.97011709213
409,1682,
2022,1682,3.75818610191
2127,1682,3.57802605629
285,1682,
601,1682,
4387,1682,3.38554859161
727,1682,3.63203477859
5302,1682,3.89901566505
230,1682,
319,1682,
493,1682,
346,1682,
855,1682,3.71880102158
111,1682,
5090,1682,4.13520336151
1425,1682,4.19108200073
355,1682,
2092,1682,3.44220995903
2898,1682,3.98164534569
1266,1682,3.86929821968
2239,1682,3.95835614204
3648,1682,3.18771767616
1516,1682,4.09848022461
3125,1682,3.96156382561
1546,1682,3.86452889442
274,1682,
16,1682,
474,1682,
308,1682,
4831,1682,3.80196690559
470,1682,
839,1682,4.19975948334
881,1682,3.15118575096
570,1682,
5492,1682,3.44375514984
3012,1682,3.26223254204
1701,1682,3.60287475586
48,1682,
268,1682,
1087,1682,3.80867815018
258,1682,
5488,1682,3.6368765831
19,1682,
92,1682,
419,1682,
2176,1682,3.95992350578
64,1682,
1733,1682,3.13985443115
309,1682,
1530,1682,3.96517753601
2041,1682,3.78019666672
607,1682,
2847,1682,3.15098333359
2106,1682,2.56735110283
1635,1682,4.13975858688
461,1682,
486,1682,
531,1682,
462,1682,
202,1682,
2926,1682,3.36756706238
3420,1682,4.0855679512
9,1682,
1329,1682,3.44133210182
4940,1682,3.66418337822
1969,1682,4.14931631088
175,1682,
1698,1682,3.91222381592
310,1682,
1451,1682,4.16955089569
5630,1682,3.78970074654
229,1682,
326,1682,
5956,1682,3.49632453918
301,1682,
1737,1682,3.71560955048
8,1682,
987,1682,4.24767351151
981,1682,3.19792675972
1015,1682,3.86353993416
5998,1682,2.75152492523
1717,1682,3.82791090012
549,1682,
2436,1682,3.82392454147
238,1682,
2918,1682,3.78294038773
136,1682,
453,1682,
1422,1682,3.2763133049
314,1682,
1998,1682,3.3813931942
3158,1682,3.85982584953
585,1682,
331,1682,
3821,1682,2.74694895744
69,1682,
166,1682,
2077,1682,3.85816502571
1001,1682,3.62687373161
524,1682,
533,1682,
63,1682,
509,1682,
1780,1682,3.01893234253
2172,1682,3.28015017509
10,1682,
1354,1682,3.81081485748
267,1682,
293,1682,
404,1682,
1447,1682,4.09359121323
1671,1682,3.73313260078
1389,1682,3.83885931969
245,1682,
591,1682,
1484,1682,3.57491207123
237,1682,
1421,1682,3.70398521423
3842,1682,3.83198690414
1912,1682,2.77120542526
480,1682,
411,1682,
482,1682,
528,1682,
550,1682,
2116,1682,3.9635386467
2544,1682,3.49528288841
338,1682,
352,1682,
195,1682,
678,1682,4.19456577301
752,1682,3.3258035183
1712,1682,4.05443382263
90,1682,
3746,1682,3.91942358017
2195,1682,3.86720752716
203,1682,
457,1682,
2634,1682,3.73653483391
608,1682,
1579,1682,3.45809268951
3532,1682,4.12896442413
1383,1682,3.47317051888
426,1682,
1120,1682,4.17058086395
1842,1682,4.20656728745
611,1682,
58,1682,
11,1682,
33,1682,
204,1682,
150,1682,
413,1682,
4728,1682,3.6570019722
2478,1682,3.10098361969
349,1682,
424,1682,
1448,1682,3.61222982407
199,1682,
499,1682,
4934,1682,3.56464266777
131,1682,
149,1682,
1390,1682,3.83817195892
1449,1682,3.20505833626
4556,1682,3.65518546104
1702,1682,4.50679302216
302,1682,
2566,1682,3.30263257027
4085,1682,3.85758924484
605,1682,
5413,1682,3.97663855553
2621,1682,3.12159585953
5371,1682,3.98053002357
996,1682,3.92723679543
551,1682,
18,1682,
1246,1682,3.97087192535
2859,1682,4.1985168457
755,1682,4.08272790909
934,1682,3.52436470985
5636,1682,3.31408786774
963,1682,3.46636414528
4607,1682,3.95935153961
187,1682,
2208,1682,3.67634677887
1265,2318,
2247,2318,3.74079680443
633,2318,
193,2318,
1051,2318,3.78590512276
587,2318,
3260,2318,3.4632422924
409,2318,
1077,2318,3.95955514908
601,2318,
319,2318,
225,2318,
1425,2318,4.2782034874
2898,2318,3.93773841858
1306,2318,3.86575651169
1266,2318,3.80778098106
631,2318,
308,2318,
429,2318,
846,2318,3.74341702461
1701,2318,2.64454770088
5,2318,
1733,2318,3.73776721954
1194,2318,3.43092036247
2106,2318,2.62942743301
590,2318,
3301,2318,3.9764251709
3471,2318,3.10486602783
398,2318,
423,2318,
1698,2318,4.03447628021
1865,2318,3.3471019268
2947,2318,
5319,2318,3.7031917572
2918,2318,4.08738183975
136,2318,
957,2318,3.95527696609
438,2318,
129,2318,
1001,2318,4.10090637207
524,2318,
63,2318,
527,2318,
2986,2318,3.60031795502
591,2318,
1484,2318,3.86911153793
1421,2318,3.72907757759
3842,2318,4.14483880997
2820,2318,3.29436969757
482,2318,
390,2318,
2860,2318,4.16092681885
214,2318,
352,2318,
3507,2318,3.65595078468
4582,2318,3.68962645531
752,2318,3.62491440773
145,2318,
426,2318,
5394,2318,3.71484422684
454,2318,
135,2318,
131,2318,
3224,2318,3.91457843781
4085,2318,3.29941058159
2504,2318,3.68502259254
2008,2318,3.80641388893
5413,2318,3.91888427734
1584,2318,3.35423707962
701,2318,3.22153902054
2057,2318,3.47768187523
5074,2337,2.50299167633
1274,2337,3.23794341087
4107,2337,3.58527803421
601,2337,
1425,2337,3.61992835999
2781,2337,3.74085855484
839,2337,3.2613697052
235,2337,
5,2337,
1530,2337,2.82304549217
2106,2337,2.26462078094
2841,2337,3.61415195465
3301,2337,2.89656448364
1164,2337,3.26648902893
981,2337,2.31756401062
1015,2337,3.27472352982
1717,2337,3.14281320572
648,2337,3.18833088875
136,2337,
453,2337,
3158,2337,3.35668706894
166,2337,
63,2337,
2172,2337,2.43606925011
102,2337,
1354,2337,3.26866698265
678,2337,3.65425825119
145,2337,
5394,2337,3.13832974434
1448,2337,2.93231534958
2944,2337,3.59493517876
4607,2337,3.3992433548
187,2337,
1645,2383,2.50287938118
1395,2383,2.27134943008
155,2383,
34,2383,
4517,2383,1.35933971405
3792,2383,1.70457172394
770,2383,1.64255785942
5761,2383,1.62914967537
442,2383,
699,2383,1.62127995491
676,2383,1.59849226475
1930,2383,1.85512757301
3401,2383,1.45149159431
461,2383,
531,2383,
1943,2383,1.56287479401
549,2383,
543,2383,
1647,2383,1.52465569973
293,2383,
1611,2383,1.82936644554
216,2383,
1447,2383,1.46916091442
528,2383,
5394,2383,1.53780174255
123,2383,
1958,2383,1.72882437706
1449,2383,0.953435182571
302,2383,
475,2383,
516,2455,
458,2455,
53,2455,
255,2455,
588,2455,
133,2455,
296,2455,
673,2455,2.53666043282
5605,2455,2.85438251495
530,2455,
1165,2455,2.93733739853
1243,2455,3.09730887413
2905,2455,2.84552121162
412,2455,
2962,2455,2.85231542587
501,2455,
1875,2455,2.78609442711
329,2455,
1260,2455,3.20665693283
3679,2455,3.32055258751
3792,2455,3.42105817795
548,2455,
602,2455,
1457,2455,2.6526465416
604,2455,
230,2455,
157,2455,
476,2455,
3140,2455,2.97924923897
827,2455,2.93603348732
1244,2455,3.41684103012
305,2455,
2796,2455,2.52185797691
1812,2455,3.57969594002
1458,2455,3.60278058052
631,2455,
1952,2455,2.96647405624
328,2455,
839,2455,3.99214959145
1988,2455,3.05960822105
692,2455,3.45838522911
881,2455,2.85492300987
94,2455,
1301,2455,3.17557072639
5492,2455,3.14855003357
1074,2455,2.93861079216
452,2455,
1087,2455,3.27874994278
2985,2455,2.95307946205
19,2455,
92,2455,
542,2455,
2176,2455,3.62312817574
1186,2455,3.89692163467
117,2455,
504,2455,
309,2455,
425,2455,
563,2455,
4520,2455,3.71258664131
179,2455,
3412,2455,3.82888841629
316,2455,
462,2455,
263,2455,
17,2455,
1211,2455,3.23178768158
583,2455,
610,2455,
1451,2455,3.65097093582
1643,2455,3.69530963898
278,2455,
445,2455,
449,2455,
161,2455,
1943,2455,3.40895533562
23,2455,
520,2455,
791,2455,3.34697532654
549,2455,
2436,2455,3.44240498543
624,2455,
136,2455,
1601,2455,3.73005437851
664,2455,3.28232097626
565,2455,
343,2455,
438,2455,
166,2455,
524,2455,
533,2455,
264,2455,
509,2455,
2129,2455,3.57289099693
1343,2455,3.65736865997
2012,2455,2.78151845932
1611,2455,3.83484315872
216,2455,
1447,2455,3.6532022953
240,2455,
245,2455,
427,2455,
5733,2455,3.65181589127
121,2455,
482,2455,
390,2455,
2453,2455,3.15988945961
550,2455,
678,2455,3.51675510406
752,2455,2.38406229019
621,2455,
151,2455,
1579,2455,3.26365661621
515,2455,
1383,2455,2.80644631386
1105,2455,3.41365861893
536,2455,
611,2455,
612,2455,
58,2455,
33,2455,
508,2455,
546,2455,
5394,2455,3.16496801376
424,2455,
123,2455,
454,2455,
1448,2455,3.33229851723
1958,2455,3.19679784775
5277,2455,2.97572350502
199,2455,
284,2455,
4640,2455,2.90192317963
522,2455,
42,2455,
566,2455,
131,2455,
3274,2455,3.27003574371
1390,2455,3.43288040161
1449,2455,2.86312818527
1101,2455,3.26131772995
2282,2455,3.57092618942
3055,2455,3.39692306519
1117,2455,3.49396467209
3368,2455,3.51858592033
2643,2455,3.13828492165
208,2455,
3053,2455,2.95059370995
148,2471,
3475,2471,2.36516952515
4186,2471,1.75981318951
65,2471,
5682,2471,3.2406270504
481,2471,
513,2471,
155,2471,
3436,2471,2.88481688499
34,2471,
4517,2471,2.00099873543
1051,2471,2.65071058273
587,2471,
44,2471,
329,2471,
223,2471,
360,2471,
476,2471,
5787,2471,2.37570762634
2638,2471,2.21592402458
1266,2471,2.70841789246
3648,2471,2.2660548687
206,2471,
777,2471,2.27534103394
4979,2471,2.20662522316
631,2471,
442,2471,
2380,2471,2.42952752113
178,2471,
40,2471,
479,2471,
881,2471,2.14446902275
676,2471,2.54333662987
846,2471,2.98102855682
1605,2471,2.62113857269
1930,2471,2.48070383072
4508,2471,1.83467936516
92,2471,
5580,2471,2.94251728058
1181,2471,2.15299034119
2041,2471,2.43882608414
4478,2471,2.13903236389
1194,2471,2.76533722878
1635,2471,2.5085568428
461,2471,
531,2471,
2887,2471,2.90806770325
202,2471,
1329,2471,2.71313285828
721,2471,3.20067596436
1451,2471,2.65240812302
494,2471,
176,2471,
549,2471,
453,2471,
343,2471,
2077,2471,2.24077963829
543,2471,
524,2471,
533,2471,
264,2471,
509,2471,
1647,2471,2.49607467651
216,2471,
261,2471,
181,2471,
5996,2471,3.01302170753
576,2471,
3391,2471,2.79816150665
411,2471,
482,2471,
651,2471,2.29980158806
2453,2471,2.63669848442
528,2471,
710,2471,2.43777680397
550,2471,
335,2471,
338,2471,
352,2471,
678,2471,2.72541761398
752,2471,1.24234557152
1203,2471,2.47818398476
3746,2471,2.75308680534
2195,2471,3.27709007263
1579,2471,2.08523249626
592,2471,
1383,2471,2.02368378639
4328,2471,1.91185641289
204,2471,
198,2471,
424,2471,
123,2471,
342,2471,
284,2471,
3274,2471,2.51925182343
1449,2471,1.56136441231
302,2471,
1101,2471,1.9239192009
1851,2471,1.7943187952
3363,2471,2.043582201
2969,2471,3.05297279358
475,2471,
1117,2471,2.47463011742
2454,2471,2.84941625595
4305,2536,2.31256818771
660,2536,1.50237512589
935,2536,1.72684764862
1635,2536,1.87663245201
5722,2536,1.78857409954
3807,2536,2.11938095093
5812,2536,1.54488956928
1285,2536,1.96037828922
53,2956,
970,2956,2.93096184731
2962,2956,2.57210874557
319,2956,
1812,2956,3.69137024879
1218,2956,3.05238485336
1242,2956,3.16064977646
1181,2956,2.64692544937
3824,2956,2.62771987915
461,2956,
721,2956,3.22200202942
549,2956,
524,2956,
482,2956,
550,2956,
2544,2956,2.86735296249
678,2956,3.39385700226
4802,2956,3.28346204758
424,2956,
123,2956,
1448,2956,3.16418671608
934,2956,2.74799895287
471,3022,
31,3022,
4418,3022,3.78072881699
796,3022,4.12743806839
1274,3022,4.12569236755
5880,3022,3.45743560791
3054,3022,4.47046661377
2168,3022,3.72111797333
476,3022,
711,3022,4.40071201324
1113,3022,4.33278417587
840,3022,4.60765647888
3824,3022,3.69472289085
327,3022,
3610,3022,2.02194094658
387,3022,
698,3022,3.76269078255
791,3022,3.91598296165
524,3022,
1912,3022,3.52674555779
550,3022,
195,3022,
1449,3022,3.85768318176
2122,3484,2.04549694061
1127,3484,1.90735423565
4294,3484,3.62672805786
5682,3484,3.32189321518
133,3484,
4697,3484,4.00349807739
211,3484,
4517,3484,2.03731298447
1426,3484,2.11918520927
1051,3484,2.57184076309
1877,3484,
3196,3484,2.88390016556
4305,3484,3.38050174713
5087,3484,2.7226228714
738,3484,3.07909202576
5333,3484,2.92855238914
330,3484,
1125,3484,2.87902665138
5302,3484,2.98786997795
225,3484,
232,3484,
224,3484,
1729,3484,1.66974675655
2896,3484,3.25786924362
4277,3484,3.25198030472
3140,3484,3.02310872078
1425,3484,2.17196130753
1306,3484,2.80195689201
3095,3484,3.38712096214
770,3484,1.94202339649
1902,3484,2.88695263863
4312,3484,2.47288608551
182,3484,
2380,3484,2.39930438995
218,3484,
1952,3484,2.03381633759
4094,3484,3.43299913406
169,3484,
4258,3484,2.29367685318
3067,3484,2.68099689484
57,3484,
570,3484,
306,3484,
676,3484,2.66471624374
120,3484,
620,3484,
163,3484,
4543,3484,1.90074896812
92,3484,
4445,3484,1.86878633499
484,3484,
2847,3484,1.45516192913
2841,3484,2.26424884796
207,3484,
3610,3484,3.15055918694
2926,3484,1.7448669672
9,3484,
17,3484,
324,3484,
1778,3484,3.09175872803
1865,3484,2.43147683144
721,3484,3.39382195473
217,3484,
301,3484,
5825,3484,2.13000583649
5792,3484,1.661008358
380,3484,
549,3484,
664,3484,2.47342157364
3158,3484,1.84494078159
51,3484,
400,3484,
693,3484,2.44329404831
1347,3484,2.70636630058
403,3484,
3386,3484,2.69245147705
5689,3484,2.60489654541
73,3484,
113,3484,
1941,3484,2.6415746212
480,3484,
2669,3484,2.84735679626
528,3484,
767,3484,3.1088476181
414,3484,
608,3484,
1579,3484,1.93572568893
3041,3484,2.4006228447
110,3484,
3829,3484,1.8858730793
975,3484,2.3006837368
5011,3484,3.25128173828
1448,3484,2.51344776154
1958,3484,3.05324482918
242,3484,
1141,3484,1.29352295399
1092,3484,3.30253338814
5878,3484,2.65608620644
99,3484,
302,3484,
4085,3484,3.12736725807
605,3484,
3312,3484,2.48828363419
1851,3484,2.0202870369
2063,3484,2.55020046234
1776,3484,3.15771651268
153,3484,
4310,3484,3.08763313293
2454,3484,2.81665015221
4169,3572,1.65206623077
1733,3572,1.40106916428
262,3572,
563,3572,
278,3572,
2129,3572,1.76897764206
550,3572,
1860,3572,1.38514852524
1395,3786,3.77975988388
1265,3786,
1160,3786,2.16101646423
4958,3786,3.17898488045
1051,3786,3.51708555222
1243,3786,3.18749570847
3017,3786,3.04037499428
1877,3786,
3519,3786,3.23281931877
601,3786,
4387,3786,2.80995178223
5302,3786,3.2059803009
230,3786,
225,3786,
1729,3786,3.51244473457
1425,3786,3.77784490585
355,3786,
1306,3786,3.74230146408
2796,3786,2.86266875267
363,3786,
1399,3786,3.23503041267
4562,3786,3.45870304108
57,3786,
5492,3786,3.02920603752
2232,3786,3.69339084625
1029,3786,2.92152190208
5,3786,
4543,3786,3.08992147446
1010,3786,2.40297698975
1227,3786,3.11813259125
3080,3786,3.16787409782
504,3786,
4478,3786,3.65379738808
1194,3786,3.40696978569
2106,3786,2.37308883667
590,3786,
3832,3786,2.68613886833
937,3786,3.58920145035
3301,3786,2.71548008919
3410,3786,2.84585738182
229,3786,
5938,3786,3.62803292274
5956,3786,3.01656794548
5722,3786,2.61658287048
23,3786,
2784,3786,2.73407578468
1287,3786,
4682,3786,3.58074259758
4522,3786,2.84451603889
585,3786,
194,3786,
3821,3786,2.33282637596
438,3786,
102,3786,
50,3786,
3518,3786,3.81214141846
1639,3786,3.1774353981
1447,3786,2.95504546165
482,3786,
390,3786,
214,3786,
911,3786,3.1260612011
1524,3786,3.65535974503
752,3786,3.34776592255
3079,3786,3.43377780914
32,3786,
3746,3786,3.10501146317
1980,3786,3.18660283089
3829,3786,2.82073116302
3224,3786,3.43579483032
3520,3786,3.24626994133
313,3786,
4085,3786,3.30870723724
3312,3786,3.37815713882
3159,3786,3.77024555206
2063,3786,2.91546702385
2362,3786,2.94705629349
252,3786,
4310,3786,3.38706040382
104,3786,
5565,3786,3.65156960487
36,3786,
1088,6,3.76925206184
392,6,
623,6,
737,6,3.92853236198
1483,6,3.5183801651
251,6,
4042,6,3.58386087418
4477,6,3.31423783302
3691,6,3.8455452919
362,6,
368,6,
210,6,
2683,6,3.78931593895
406,6,
2962,6,3.1862039566
2015,6,3.47786426544
1889,6,3.3608148098
1019,6,3.18837237358
192,6,
1260,6,3.81294226646
4305,6,4.00007963181
2168,6,4.23850059509
409,6,
1077,6,3.60942482948
604,6,
319,6,
493,6,
93,6,
157,6,
190,6,
225,6,
2609,6,4.22360372543
1425,6,4.00158548355
696,6,3.66400790215
2840,6,3.30238699913
1491,6,3.20467019081
2781,6,4.1775188446
3125,6,3.63655924797
52,6,
770,6,3.51463127136
1616,6,3.63563656807
1137,6,3.56810379028
474,6,
3509,6,3.37649035454
1130,6,3.6939637661
429,6,
169,6,
295,6,
692,6,4.32000207901
402,6,
306,6,
48,6,
5,6,
163,6,
258,6,
1748,6,3.51305103302
92,6,
1733,6,3.31790208817
425,6,
1530,6,3.89743924141
2041,6,3.38408923149
4478,6,3.69404673576
15,6,
3333,6,3.9718914032
1194,6,3.97334313393
2246,6,3.50388836861
523,6,
3471,6,3.52901887894
202,6,
374,6,
1164,6,3.31325817108
1329,6,3.52353215218
398,6,
1698,6,3.77446484566
1982,6,3.52471733093
2271,6,3.9435107708
721,6,3.43559956551
2904,6,3.95857739449
3085,6,3.75870895386
173,6,
301,6,
241,6,
161,6,
23,6,
736,6,4.10926055908
7,6,
162,6,
549,6,
130,6,
1601,6,4.19508123398
443,6,
2814,6,4.31856918335
331,6,
957,6,4.05102062225
3821,6,2.91184544563
438,6,
129,6,
3589,6,2.74731111526
543,6,
524,6,
63,6,
509,6,
2129,6,3.51463580132
1647,6,3.59477639198
2395,6,3.79497051239
1611,6,4.05600070953
2986,6,3.58142518997
1447,6,4.01507282257
181,6,
394,6,
62,6,
477,6,
482,6,
2860,6,3.6752538681
526,6,
550,6,
1079,6,3.52228307724
5723,6,3.6624109745
352,6,
195,6,
457,6,
2634,6,3.68321585655
151,6,
712,6,3.64074325562
953,6,4.44479846954
1043,6,3.29901862144
272,6,
56,6,
303,6,
426,6,
1842,6,4.29896497726
105,6,
204,6,
4728,6,3.67164874077
260,6,
147,6,
349,6,
424,6,
123,6,
